,Name,Rating,Review Count,Price,Street Address,Zip Code,Latitude,Longitude,Url
31,Lot's-O-Bagels,3.5,158,$,3005 Broadway,11106,40.76241,-73.9258,https://www.yelp.com/biz/lots-o-bagels-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
32,Bergen Bagels,3.0,230,$,536 Myrtle Ave,11205,40.69354,-73.96356,https://www.yelp.com/biz/bergen-bagels-brooklyn-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
33,Olde Brooklyn Bagel Shoppe,3.0,268,$,645 Vanderbilt Ave,11238,40.67776,-73.9686399,https://www.yelp.com/biz/olde-brooklyn-bagel-shoppe-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
34,Zucker's Bagels & Smoked Fish,3.0,660,$,146 Chambers St,10007,40.715576,-74.009849,https://www.yelp.com/biz/zuckers-bagels-and-smoked-fish-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
35,Wu & Nussbaum,3.5,47,$$,2897 Broadway,10025,40.8061199195632,-73.9657058939338,https://www.yelp.com/biz/wu-and-nussbaum-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
36,Steve's Bagels,3.5,106,$,6907 4th Ave,11209,40.6342799,-74.02332,https://www.yelp.com/biz/steves-bagels-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
37,New York City Bagel & Coffee House,3.5,80,$$,33-10 30th Ave,11103,40.76574,-73.91956,https://www.yelp.com/biz/new-york-city-bagel-and-coffee-house-astoria-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
38,Rutherford Bagels & Deli,4.0,17,$,335 Union Ave,07070,40.83631,-74.11423,https://www.yelp.com/biz/rutherford-bagels-and-deli-rutherford-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
39,Bagelberry,3.5,111,$,3113 30th Ave,11102,40.766842,-73.921318,https://www.yelp.com/biz/bagelberry-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
40,Bagels On The Ave,3.0,183,$,3315 30th Ave,11103,40.766081,-73.919051,https://www.yelp.com/biz/bagels-on-the-ave-astoria?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
41,Tribeca Bagels,3.0,153,$,374 Canal St,10013,40.72097,-74.00436,https://www.yelp.com/biz/tribeca-bagels-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
42,Pick a Bagel,3.0,332,$,210 E 23rd St,10010,40.7384,-73.98252,https://www.yelp.com/biz/pick-a-bagel-new-york-4?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
43,Montague Street Bagels,3.0,205,$,108 Montague St,11201,40.6949,-73.995183,https://www.yelp.com/biz/montague-street-bagels-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
44,The Bagel Market,3.0,161,$$,106 7th Ave,11215,40.67418,-73.97581,https://www.yelp.com/biz/the-bagel-market-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
45,Bantam Bagels,3.0,280,$,283 Bleecker St,10014,40.7319109,-74.0033503,https://www.yelp.com/biz/bantam-bagels-new-york-2?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
46,Bagel Boss,3.0,174,$,263 1st Ave,10003,40.73237,-73.98219,https://www.yelp.com/biz/bagel-boss-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
47,VR Bagelicious,3.5,41,$$,6401 108th St,11375,40.73272,-73.84906,https://www.yelp.com/biz/vr-bagelicious-flushing?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
48,Bagel Talk,3.0,240,$,368 Amsterdam Ave,10024,40.7821916,-73.9792188,https://www.yelp.com/biz/bagel-talk-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
49,Bagel Belly,3.0,162,$,114 Third Ave,10003,40.733074,-73.987693,https://www.yelp.com/biz/bagel-belly-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
